,mean,std,max
angle_X_2_False,0.8626760563380282,0.02582693073365105,0.8873239436619719
angle_X_2_True,0.8514084507042252,0.07541789941171959,0.9225352112676056
angle_X_4_False,0.961267605633803,0.016739245526767223,0.9788732394366197
angle_X_4_True,0.9077464788732394,0.025283553621149632,0.9436619718309859
angle_X_6_False,0.9661971830985916,0.006139294286677043,0.971830985915493
angle_X_6_True,0.9077464788732394,0.02280864047986148,0.9436619718309859
angle_X_8_False,0.9767605633802818,0.0032271659823632634,0.9788732394366197
angle_X_8_True,0.919718309859155,0.024435706440700655,0.9577464788732394
angle_X_10_False,0.969718309859155,0.0070773771979724676,0.9859154929577465
angle_X_10_True,0.9246478873239438,0.012217853220350315,0.9366197183098591
angle_XY_2_False,0.8112676056338028,0.1531200342603362,0.8943661971830986
angle_XY_2_True,0.8246478873239438,0.03092984683943345,0.8591549295774648
angle_XY_4_False,0.9528169014084508,0.019680547341524128,0.971830985915493
angle_XY_4_True,0.854225352112676,0.020663944719889013,0.8802816901408451
angle_XY_6_False,0.9683098591549296,0.008479996182248121,0.9788732394366197
angle_XY_6_True,0.8394366197183099,0.028830266887970017,0.9084507042253521
angle_XY_8_False,0.9732394366197183,0.009342605043254662,0.9859154929577465
angle_XY_8_True,0.8443661971830986,0.031089774724850854,0.9154929577464789
angle_XY_10_False,0.973943661971831,0.004509242420727352,0.9788732394366197
angle_XY_10_True,0.8880281690140845,0.020997255656162794,0.9225352112676056
angle_XYZ_2_False,0.593661971830986,0.03436302225001646,0.6619718309859155
angle_XYZ_2_True,0.7795774647887324,0.06385192277492625,0.8732394366197183
angle_XYZ_4_False,0.6830985915492958,0.030696471433385032,0.7183098591549296
angle_XYZ_4_True,0.8126760563380282,0.027310872436148336,0.852112676056338
angle_XYZ_6_False,0.7218309859154929,0.02924867557365519,0.7746478873239436
angle_XYZ_6_True,0.806338028169014,0.03169014084507043,0.8591549295774648
angle_XYZ_8_False,0.7345070422535211,0.022280692985290656,0.7746478873239436
angle_XYZ_8_True,0.8309859154929577,0.021819624485675558,0.8661971830985915
angle_XYZ_10_False,0.7422535211267606,0.026574594738187615,0.7816901408450704
angle_XYZ_10_True,0.8352112676056338,0.01642521660519801,0.8591549295774648
angle_XZ_2_False,0.6126760563380281,0.1008788990392675,0.7535211267605634
angle_XZ_2_True,0.7577464788732395,0.06245013880956441,0.8450704225352113
angle_XZ_4_False,0.7584507042253521,0.04130988556637316,0.8169014084507042
angle_XZ_4_True,0.8330985915492957,0.030379795225525356,0.8802816901408451
angle_XZ_6_False,0.7992957746478873,0.020227333262457865,0.8309859154929577
angle_XZ_6_True,0.8514084507042254,0.029451441783558435,0.8943661971830986
angle_XZ_8_False,0.8338028169014086,0.022971135817324066,0.8591549295774648
angle_XZ_8_True,0.856338028169014,0.021637030275686225,0.9014084507042254
angle_XZ_10_False,0.8288732394366198,0.03493554015440129,0.8661971830985915
angle_XZ_10_True,0.8830985915492956,0.021173656870947775,0.9295774647887324
angle_XZY_2_False,0.7232394366197183,0.029719644853534077,0.7464788732394366
angle_XZY_2_True,0.7718309859154929,0.03998611145515039,0.823943661971831
angle_XZY_4_False,0.819718309859155,0.03350810493907133,0.8873239436619719
angle_XZY_4_True,0.8119718309859156,0.03227934263765026,0.8661971830985915
angle_XZY_6_False,0.8408450704225352,0.025624514646000345,0.8661971830985915
angle_XZY_6_True,0.802112676056338,0.013156015276246075,0.8309859154929577
angle_XZY_8_False,0.8457746478873238,0.013889495016419713,0.8591549295774648
angle_XZY_8_True,0.828169014084507,0.026198697517941235,0.8802816901408451
angle_XZY_10_False,0.8422535211267606,0.009018484841454705,0.8661971830985915
angle_XZY_10_True,0.8514084507042254,0.025478947204402157,0.8943661971830986
angle_Y_2_False,0.852112676056338,0.03085760887353049,0.9014084507042254
angle_Y_2_True,0.867605633802817,0.0235257649133663,0.9084507042253521
angle_Y_4_False,0.9584507042253522,0.022146739709178024,0.9788732394366197
angle_Y_4_True,0.8985915492957746,0.02581732785890613,0.9366197183098591
angle_Y_6_False,0.9654929577464788,0.010656863345367317,0.9788732394366197
angle_Y_6_True,0.9112676056338028,0.01787123597246409,0.9295774647887324
angle_Y_8_False,0.969718309859155,0.00774647887323946,0.9788732394366197
angle_Y_8_True,0.9091549295774648,0.016500527484309812,0.9366197183098591
angle_Y_10_False,0.9746478873239436,0.007181717624778586,0.9788732394366197
angle_Y_10_True,0.9309859154929578,0.015038138383142698,0.9647887323943662
angle_YX_2_False,0.873943661971831,0.015572777737673252,0.8943661971830986
angle_YX_2_True,0.8373239436619718,0.05819560828487062,0.9014084507042254
angle_YX_4_False,0.9605633802816902,0.007841921637788797,0.971830985915493
angle_YX_4_True,0.8253521126760563,0.022224977236703514,0.852112676056338
