,mean,std,max
angle_X_2_False,0.7972222222222223,0.025000000000000012,0.8333333333333334
angle_X_2_True,0.8111111111111111,0.08940820521906157,0.9166666666666666
angle_X_4_False,0.9277777777777777,0.028327886186626596,0.9722222222222222
angle_X_4_True,0.8833333333333334,0.036851386559504415,0.9166666666666666
angle_X_6_False,0.9388888888888889,0.036851386559504436,1.0
angle_X_6_True,0.8583333333333334,0.056177078933768554,0.9444444444444444
angle_X_8_False,0.95,0.016666666666666673,0.9722222222222222
angle_X_8_True,0.8277777777777778,0.046147910349544845,0.9166666666666666
angle_X_10_False,0.9472222222222222,0.014958791130929183,0.9722222222222222
angle_X_10_True,0.8111111111111112,0.0493788578739755,0.8888888888888888
angle_XY_2_False,0.6972222222222222,0.12936812246883356,0.8333333333333334
angle_XY_2_True,0.7833333333333333,0.06431020501550128,0.8611111111111112
angle_XY_4_False,0.9166666666666666,0.03513641844631531,0.9722222222222222
angle_XY_4_True,0.7666666666666667,0.061111111111111116,0.8333333333333334
angle_XY_6_False,0.9583333333333333,0.018633899812498255,0.9722222222222222
angle_XY_6_True,0.7277777777777779,0.05665577237325319,0.8333333333333334
angle_XY_8_False,0.9305555555555556,0.03568120160740315,1.0
angle_XY_8_True,0.6555555555555556,0.07370277311900887,0.7777777777777778
angle_XY_10_False,0.9305555555555556,0.022395160411940427,0.9722222222222222
angle_XY_10_True,0.6333333333333334,0.07005289007176939,0.75
angle_XYZ_2_False,0.48888888888888893,0.07777777777777779,0.6111111111111112
angle_XYZ_2_True,0.7222222222222222,0.07856742013183861,0.8611111111111112
angle_XYZ_4_False,0.6222222222222223,0.06826780959691392,0.75
angle_XYZ_4_True,0.6833333333333333,0.06712803318663653,0.8333333333333334
angle_XYZ_6_False,0.6500000000000001,0.062360956446232345,0.75
angle_XYZ_6_True,0.6583333333333332,0.0852103425009887,0.8055555555555556
angle_XYZ_8_False,0.6777777777777778,0.03093202423794458,0.7222222222222222
angle_XYZ_8_True,0.5694444444444444,0.0716322053234868,0.6944444444444444
angle_XYZ_10_False,0.6916666666666667,0.058860055834491935,0.8055555555555556
angle_XYZ_10_True,0.5944444444444443,0.06826780959691392,0.7222222222222222
angle_XZ_2_False,0.5472222222222223,0.10172129679778083,0.6666666666666666
angle_XZ_2_True,0.7305555555555556,0.08150778195067342,0.8888888888888888
angle_XZ_4_False,0.7194444444444444,0.06626033578820315,0.8333333333333334
angle_XZ_4_True,0.7222222222222222,0.074535599249993,0.8333333333333334
angle_XZ_6_False,0.7583333333333333,0.04656404059511172,0.8055555555555556
angle_XZ_6_True,0.7083333333333333,0.04851180332381386,0.7777777777777778
angle_XZ_8_False,0.8027777777777778,0.04015786748555824,0.8611111111111112
angle_XZ_8_True,0.6444444444444444,0.08031573497111644,0.75
angle_XZ_10_False,0.8222222222222222,0.03333333333333335,0.8611111111111112
angle_XZ_10_True,0.6194444444444445,0.07861650943380503,0.7777777777777778
angle_XZY_2_False,0.6277777777777777,0.045133546692421984,0.7222222222222222
angle_XZY_2_True,0.7,0.0700528900717694,0.8333333333333334
angle_XZY_4_False,0.8083333333333333,0.03818813079129868,0.8611111111111112
angle_XZY_4_True,0.6388888888888891,0.06689774765995718,0.75
angle_XZY_6_False,0.8277777777777777,0.03239417719358502,0.8611111111111112
angle_XZY_6_True,0.5805555555555555,0.07703013679923358,0.6666666666666666
angle_XZY_8_False,0.8111111111111111,0.027216552697590882,0.8611111111111112
angle_XZY_8_True,0.5916666666666666,0.04312270748961118,0.6388888888888888
angle_XZY_10_False,0.7861111111111111,0.039381796885438414,0.8333333333333334
angle_XZY_10_True,0.5583333333333333,0.057534208825577714,0.6388888888888888
angle_Y_2_False,0.8083333333333333,0.03390709893259363,0.8611111111111112
angle_Y_2_True,0.8388888888888889,0.06186404847588912,0.9444444444444444
