,mean,std,max
amplitude_2,0.6576547231270358,0.005772001676439531,0.6677524429967426
amplitude_4,0.6726384364820847,0.010949665351121575,0.6921824104234527
amplitude_6,0.672801302931596,0.012197598920751004,0.6921824104234527
amplitude_8,0.6701954397394136,0.011313065137988444,0.6938110749185668
amplitude_10,0.6661237785016285,0.009355965222374644,0.6824104234527687
angle_X_2_False,0.7325732899022801,0.00876457592643239,0.744299674267101
angle_X_2_True,0.7447882736156352,0.0056442095932128546,0.754071661237785
angle_X_4_False,0.7563517915309447,0.0036563427232318662,0.760586319218241
angle_X_4_True,0.7604234527687297,0.007408185938465254,0.7752442996742671
angle_X_6_False,0.7545602605863193,0.0075711005206315725,0.762214983713355
angle_X_6_True,0.7697068403908796,0.006993781939278143,0.7785016286644951
angle_X_8_False,0.7553745928338763,0.004418456015065323,0.7638436482084691
angle_X_8_True,0.7775244299674268,0.006801502611668114,0.7947882736156352
angle_X_10_False,0.7535830618892507,0.009470092351861002,0.7671009771986971
angle_X_10_True,0.7796416938110748,0.007465255137697619,0.7931596091205212
angle_XY_2_False,0.7412052117263844,0.005755894803606613,0.749185667752443
angle_XY_2_True,0.7374592833876221,0.01222692141962441,0.7638436482084691
angle_XY_4_False,0.7599348534201955,0.003728183433960782,0.7671009771986971
angle_XY_4_True,0.7553745928338762,0.0071290125824883714,0.7638436482084691
angle_XY_6_False,0.7579804560260587,0.0039358455940047485,0.762214983713355
angle_XY_6_True,0.7760586319218241,0.011929342069856673,0.7899022801302932
angle_XY_8_False,0.7571661237785017,0.003745928338762217,0.762214983713355
angle_XY_8_True,0.7776872964169381,0.008533020780084522,0.7931596091205212
angle_XY_10_False,0.7587947882736157,0.0038160829035374546,0.7654723127035831
angle_XY_10_True,0.7864820846905538,0.008350777682927867,0.8061889250814332
angle_XYZ_2_False,0.7433224755700325,0.007715126568291216,0.752442996742671
angle_XYZ_2_True,0.7469055374592835,0.00808447794527092,0.760586319218241
angle_XYZ_4_False,0.7519543973941368,0.005964115121693994,0.762214983713355
angle_XYZ_4_True,0.753257328990228,0.011028115320671144,0.7752442996742671
angle_XYZ_6_False,0.7446254071661238,0.008703836622727943,0.755700325732899
angle_XYZ_6_True,0.7703583061889251,0.010901107837577537,0.7899022801302932
angle_XYZ_8_False,0.7488599348534202,0.004418456015065323,0.757328990228013
angle_XYZ_8_True,0.7721498371335505,0.010863326479252313,0.7866449511400652
angle_XYZ_10_False,0.7384364820846905,0.004787276370260285,0.747557003257329
angle_XYZ_10_True,0.7884364820846906,0.010838881519201853,0.8078175895765473
angle_XZ_2_False,0.7105863192182411,0.010681109076266841,0.7296416938110749
angle_XZ_2_True,0.7522801302931595,0.007792100139352241,0.7671009771986971
angle_XZ_4_False,0.7353420195439739,0.01422170130014087,0.754071661237785
angle_XZ_4_True,0.7627035830618893,0.008306188925081436,0.7736156351791531
angle_XZ_6_False,0.7342019543973941,0.00701650137737395,0.745928338762215
angle_XZ_6_True,0.7651465798045602,0.006667586153243886,0.7768729641693811
angle_XZ_8_False,0.7271986970684039,0.01816891860526971,0.757328990228013
angle_XZ_8_True,0.7765472312703582,0.006506509562031983,0.7850162866449512
angle_XZ_10_False,0.7210097719869707,0.029052836540671964,0.757328990228013
angle_XZ_10_True,0.787785016286645,0.009300515658155857,0.8061889250814332
angle_XZY_2_False,0.6970684039087949,0.009213117670183034,0.7117263843648208
angle_XZY_2_True,0.7234527687296416,0.01167196929457259,0.741042345276873
angle_XZY_4_False,0.7330618892508143,0.006113460709812205,0.742671009771987
angle_XZY_4_True,0.7526058631921825,0.01537255686845197,0.7703583061889251
angle_XZY_6_False,0.7325732899022801,0.008005345750778185,0.744299674267101
angle_XZY_6_True,0.7627035830618892,0.007709967673318978,0.7768729641693811
angle_XZY_8_False,0.7351791530944626,0.008956173996656368,0.749185667752443
angle_XZY_8_True,0.7793159609120521,0.01009903322340554,0.7964169381107492
angle_XZY_10_False,0.7311074918566776,0.013828311105620434,0.755700325732899
angle_XZY_10_True,0.7897394136807817,0.0051734137375467745,0.7980456026058632
angle_Y_2_False,0.734527687296417,0.008175830878183153,0.744299674267101
angle_Y_2_True,0.7470684039087948,0.010902324411191901,0.7671009771986971
angle_Y_4_False,0.7609120521172639,0.0034778756521274645,0.7671009771986971
angle_Y_4_True,0.7646579804560261,0.0071827612609771845,0.7752442996742671
angle_Y_6_False,0.7537459283387622,0.004358009172723016,0.760586319218241
angle_Y_6_True,0.7736156351791531,0.00622311829789668,0.7850162866449512
angle_Y_8_False,0.7563517915309446,0.005697998594311371,0.7654723127035831
angle_Y_8_True,0.7763843648208469,0.00405861100794043,0.7833876221498371
angle_Y_10_False,0.7596091205211726,0.004896839211196389,0.7671009771986971
angle_Y_10_True,0.7817589576547233,0.0052522851780446595,0.7915309446254072
angle_YX_2_False,0.7356677524429968,0.009010798823207206,0.747557003257329
angle_YX_2_True,0.7423452768729641,0.006627684022597985,0.750814332247557
angle_YX_4_False,0.7578175895765471,0.0014657980456026067,0.760586319218241
angle_YX_4_True,0.7599348534201954,0.010433626956382393,0.7801302931596091
angle_YX_6_False,0.7563517915309446,0.004787276370260285,0.762214983713355
angle_YX_6_True,0.7705211726384364,0.0072269406294246915,0.7817589576547231
angle_YX_8_False,0.7574918566775245,0.003816082903537455,0.762214983713355
angle_YX_8_True,0.7771986970684039,0.00965730754421733,0.7931596091205212
angle_YX_10_False,0.7563517915309447,0.003583061889250816,0.762214983713355
angle_YX_10_True,0.7938110749185668,0.011050941663639988,0.8110749185667753
angle_YXZ_2_False,0.724755700325733,0.006265597414225197,0.7345276872964169
angle_YXZ_2_True,0.741042345276873,0.007463478330546974,0.750814332247557
angle_YXZ_4_False,0.7338762214983714,0.0065227962197071,0.741042345276873
angle_YXZ_4_True,0.7449511400651466,0.012343514867424382,0.7654723127035831
angle_YXZ_6_False,0.7315960912052117,0.006707250906180459,0.744299674267101
angle_YXZ_6_True,0.7644951140065147,0.01386183897781969,0.7850162866449512
angle_YXZ_8_False,0.7324104234527687,0.008306188925081438,0.742671009771987
angle_YXZ_8_True,0.7832247557003258,0.01038904132496226,0.8013029315960912
angle_YXZ_10_False,0.7353420195439739,0.004324403272753016,0.742671009771987
angle_YXZ_10_True,0.787785016286645,0.015958419003594716,0.8208469055374593
angle_YZ_2_False,0.7211726384364822,0.01006087635927069,0.7345276872964169
angle_YZ_2_True,0.7561889250814333,0.003857563284145608,0.760586319218241
angle_YZ_4_False,0.7324104234527686,0.012762953223755749,0.750814332247557
angle_YZ_4_True,0.7627035830618893,0.009010798823207206,0.7817589576547231
angle_YZ_6_False,0.7281758957654724,0.020786378949975585,0.752442996742671
angle_YZ_6_True,0.7739413680781759,0.01132595351838027,0.7915309446254072
angle_YZ_8_False,0.7307817589576546,0.014199301966695183,0.750814332247557
angle_YZ_8_True,0.779641693811075,0.008274192700899376,0.7964169381107492
angle_YZ_10_False,0.7317589576547231,0.01726768441081984,0.754071661237785
angle_YZ_10_True,0.7929967426710098,0.008414066028071333,0.8045602605863192
angle_YZX_2_False,0.7094462540716612,0.007885158590820984,0.7198697068403909
angle_YZX_2_True,0.732899022801303,0.013877139025498895,0.749185667752443
angle_YZX_4_False,0.747557003257329,0.0060062178874872255,0.757328990228013
angle_YZX_4_True,0.7517915309446254,0.008310977734314709,0.7654723127035831
angle_YZX_6_False,0.749185667752443,0.003337768979139936,0.752442996742671
angle_YZX_6_True,0.7636807817589577,0.007190143340274959,0.7785016286644951
angle_YZX_8_False,0.7469055374592833,0.00343180904001718,0.750814332247557
angle_YZX_8_True,0.7773615635179153,0.0051011269587510856,0.7850162866449512
angle_YZX_10_False,0.7408794788273616,0.014336873698164054,0.752442996742671
angle_YZX_10_True,0.789413680781759,0.006873272914009513,0.7980456026058632
angle_Y_H_2_False,0.7226384364820847,0.008832408379776061,0.741042345276873
angle_Y_H_2_True,0.7469055374592835,0.00947429288094397,0.760586319218241
angle_Y_H_4_False,0.7571661237785017,0.00547240964703956,0.7671009771986971
angle_Y_H_4_True,0.7636807817589577,0.009168383026083112,0.7768729641693811
angle_Y_H_6_False,0.7573289902280129,0.0044304464197835345,0.762214983713355
angle_Y_H_6_True,0.7768729641693811,0.0046637853626307355,0.7850162866449512
angle_Y_H_8_False,0.7591205211726384,0.005069831405952244,0.7687296416938111
angle_Y_H_8_True,0.7763843648208468,0.005305048037427472,0.7833876221498371
angle_Y_H_10_False,0.7604234527687297,0.006492225220845197,0.7719869706840391
angle_Y_H_10_True,0.7809446254071661,0.007647789499592118,0.7899022801302932
angle_YX_H_2_False,0.7201954397394137,0.010920556751948024,0.741042345276873
angle_YX_H_2_True,0.7469055374592835,0.009992092280246237,0.760586319218241
angle_YX_H_4_False,0.7384364820846906,0.008246898306952553,0.747557003257329
angle_YX_H_4_True,0.761400651465798,0.003939213883533495,0.7687296416938111
angle_YX_H_6_False,0.7384364820846906,0.01737717090338651,0.7671009771986971
angle_YX_H_6_True,0.7688925081433224,0.00899311901777103,0.7801302931596091
angle_YX_H_8_False,0.7174267100977199,0.013533604176249015,0.739413680781759
angle_YX_H_8_True,0.7762214983713356,0.009585627993200108,0.7866449511400652
angle_YX_H_10_False,0.7190553745928339,0.015794687174506144,0.739413680781759
angle_YX_H_10_True,0.7879478827361563,0.007735727743998647,0.8029315960912052
angle_YXZ_H_2_False,0.6957654723127036,0.009091391359578416,0.7068403908794788
angle_YXZ_H_2_True,0.7084690553745929,0.014730187693283412,0.7361563517915309
angle_YXZ_H_4_False,0.7332247557003257,0.0050881105380499395,0.744299674267101
angle_YXZ_H_4_True,0.7591205211726384,0.009081173849804986,0.7785016286644951
angle_YXZ_H_6_False,0.7371335504885994,0.007918726893252914,0.747557003257329
angle_YXZ_H_6_True,0.7692182410423453,0.006096080544694759,0.7785016286644951
angle_YXZ_H_8_False,0.7351791530944626,0.006879059310079115,0.747557003257329
angle_YXZ_H_8_True,0.7729641693811076,0.008866877908023586,0.7882736156351792
angle_YXZ_H_10_False,0.7353420195439739,0.008407758631361766,0.749185667752443
angle_YXZ_H_10_True,0.7949511400651466,0.005981878720588587,0.8045602605863192
angle_YZ_H_2_False,0.7382736156351791,0.009718911236375048,0.754071661237785
angle_YZ_H_2_True,0.7412052117263844,0.007927096758070334,0.755700325732899
angle_YZ_H_4_False,0.7547231270358306,0.004068402604819806,0.762214983713355
angle_YZ_H_4_True,0.7627035830618892,0.006182492800033327,0.7736156351791531
angle_YZ_H_6_False,0.758469055374593,0.004250159071889217,0.7671009771986971
angle_YZ_H_6_True,0.7680781758957654,0.009557915798776037,0.7817589576547231
